flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2019-2020,2019-47,Sardinia,6,3,7193,0.42,0,0,0,0,3,0.7,0,0
2019-2020,2019-48,Piedmont,45,203,58611,3.46,58,10.97,37,4.01,97,3.14,11,0.83
2019-2020,2019-48,Aosta Valley,4,11,5610,1.96,0,0,1,17.54,9,2.27,1,0.63
2019-2020,2019-48,Lombardy,102,408,130585,3.12,65,5.05,69,2.5,232,3.61,42,1.63
2019-2020,2019-48,AP Bolzano,6,11,8810,1.25,7,7.8,4,2.63,0,0,0,0
2019-2020,2019-48,AP Trento,9,37,12279,3.01,13,15.4,10,4.4,13,2.01,1,0.37
2019-2020,2019-48,Veneto,86,134,113945,1.18,5,1.12,10,0.75,100,1.48,19,0.67
2019-2020,2019-48,Friuli-Venezia Giulia,13,33,15857,2.08,3,1.81,2,0.48,24,3.47,4,1.27
2019-2020,2019-48,Liguria,19,32,23556,1.36,0,0,1,0.52,28,2.07,3,0.42
2019-2020,2019-48,Emilia-Romagna,64,235,79529,2.95,44,6.73,39,2.41,131,3.33,21,1.2
2019-2020,2019-48,Tuscany,38,177,62633,2.83,41,18.76,28,4.74,89,2.55,19,0.97
2019-2020,2019-48,Umbria,5,9,5496,1.64,5,7.6,3,1.73,1,0.43,0,0
2019-2020,2019-48,Marche,17,36,18381,1.96,9,3.58,7,1.22,16,2.22,4,1.37
2019-2020,2019-48,Lazio,96,279,124722,2.24,12,2.98,21,1.93,212,2.64,34,1.16
2019-2020,2019-48,Abruzzo,44,201,52496,3.83,8,6.48,18,3.42,144,4.25,31,2.56
2019-2020,2019-48,Molise,8,10,8110,1.23,0,0,0,0,9,1.74,1,0.45
2019-2020,2019-48,Campania,54,128,72406,1.77,24,4.48,30,2.82,61,1.41,13,1
2019-2020,2019-48,Apulia,86,162,100673,1.61,21,4.71,22,2.18,96,1.51,23,1.02
2019-2020,2019-48,Basilicata,12,16,14770,1.08,1,1.17,0,0,14,1.6,1,0.29
2019-2020,2019-48,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2019-48,Sicily,78,284,98569,2.88,3,1.78,13,2.28,200,3.01,68,2.74
2019-2020,2019-48,Sardinia,5,1,6130,0.16,0,0,0,0,1,0.44,0,0
2019-2020,2019-49,Piedmont,47,221,60879,3.63,48,8.95,47,4.78,100,3.13,26,1.89
2019-2020,2019-49,Aosta Valley,5,10,7126,1.4,0,0,0,0,6,1.18,4,2.06
2019-2020,2019-49,Lombardy,95,606,124925,4.85,81,6.45,94,3.55,382,6.19,49,2.02
2019-2020,2019-49,AP Bolzano,7,17,9998,1.7,8,5.93,1,0.45,8,1.67,0,0
2019-2020,2019-49,AP Trento,11,70,15038,4.65,26,30.81,20,8.43,21,2.46,3,0.91
2019-2020,2019-49,Veneto,65,147,84517,1.74,4,1.09,10,0.92,105,2.11,28,1.38
2019-2020,2019-49,Friuli-Venezia Giulia,13,51,16534,3.08,3,2.2,4,1.25,40,4.74,4,1.13
2019-2020,2019-49,Liguria,16,41,19378,2.12,3,3.7,0,0,29,2.66,9,1.58
2019-2020,2019-49,Emilia-Romagna,58,247,72893,3.39,42,8.97,34,2.62,149,3.95,22,1.26
2019-2020,2019-49,Tuscany,39,185,64064,2.89,46,20.43,35,5.79,94,2.65,10,0.49
2019-2020,2019-49,Umbria,9,22,10597,2.08,9,9.66,8,3.23,4,0.8,1,0.46
2019-2020,2019-49,Marche,9,35,10409,3.36,1,1.04,4,1.94,27,4.93,3,1.57
2019-2020,2019-49,Lazio,98,332,125511,2.65,20,4.09,34,2.65,241,3.06,37,1.28
2019-2020,2019-49,Abruzzo,46,199,54003,3.68,15,8.39,27,4.12,126,3.73,31,2.61
2019-2020,2019-49,Molise,8,13,8110,1.6,0,0,0,0,12,2.33,1,0.45
2019-2020,2019-49,Campania,52,135,69293,1.95,26,4.33,31,2.66,66,1.68,12,0.98
2019-2020,2019-49,Apulia,80,145,97619,1.49,37,8.3,16,1.52,76,1.26,16,0.72
2019-2020,2019-49,Basilicata,15,25,18785,1.33,8,4.98,3,1.23,12,1.1,2,0.52
2019-2020,2019-49,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2019-49,Sicily,75,295,94262,3.13,2,1,15,2.49,211,3.38,67,2.82
2019-2020,2019-49,Sardinia,8,6,8464,0.71,0,0,0,0,6,1.79,0,0
2019-2020,2019-50,Piedmont,50,314,66508,4.72,77,14.29,53,5.33,158,4.47,26,1.64
2019-2020,2019-50,Aosta Valley,6,10,8230,1.22,0,0,0,0,9,1.76,1,0.52
2019-2020,2019-50,Lombardy,94,506,123796,4.09,98,8.2,119,4.72,244,3.94,45,1.83
2019-2020,2019-50,AP Bolzano,5,15,7622,1.97,5,11.21,7,8.63,3,0.63,0,0
2019-2020,2019-50,AP Trento,11,72,14716,4.89,27,31.99,21,8.84,23,2.82,1,0.3
2019-2020,2019-50,Veneto,73,185,95808,1.93,11,2.47,21,1.71,134,2.43,19,0.79
2019-2020,2019-50,Friuli-Venezia Giulia,16,75,20073,3.74,16,7.58,16,3.36,39,4.2,4,1.02
2019-2020,2019-50,Liguria,17,45,21316,2.11,2,2.47,4,2.02,31,2.57,8,1.23
2019-2020,2019-50,Emilia-Romagna,57,321,71688,4.48,84,15.56,79,5.3,144,4.03,14,0.89
2019-2020,2019-50,Tuscany,43,280,71559,3.91,54,21.37,43,6.26,165,4.1,18,0.82
2019-2020,2019-50,Umbria,6,28,6488,4.32,12,12.88,13,5.35,3,1.28,0,0
2019-2020,2019-50,Marche,15,92,17807,5.17,14,6.82,23,5.06,50,6.13,5,1.64
2019-2020,2019-50,Lazio,97,461,124019,3.72,27,5.67,46,3.61,341,4.38,47,1.64
2019-2020,2019-50,Abruzzo,44,197,52350,3.76,25,13.44,17,2.47,122,3.82,33,2.83
2019-2020,2019-50,Molise,7,14,7131,1.96,0,0,3,5.56,9,2,2,1.05
2019-2020,2019-50,Campania,34,101,43141,2.34,20,4.9,28,3.59,50,2.03,3,0.45
2019-2020,2019-50,Apulia,60,138,73840,1.87,17,5.71,22,3.4,84,1.77,15,0.88
2019-2020,2019-50,Basilicata,9,26,12058,2.16,0,0,0,0,23,3.18,3,1.27
2019-2020,2019-50,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2019-50,Sicily,82,368,104396,3.53,3,1.78,16,2.77,256,3.64,93,3.49
2019-2020,2019-50,Sardinia,5,2,6191,0.32,0,0,0,0,1,0.46,1,1.04
2019-2020,2019-51,Piedmont,39,195,51114,3.82,47,10.58,28,3.72,95,3.5,25,2.08
2019-2020,2019-51,Aosta Valley,4,27,5073,5.32,1,2.51,4,5.38,19,6.96,3,2.5
2019-2020,2019-51,Lombardy,107,762,143716,5.3,164,13.47,187,7.42,356,4.68,55,1.82
2019-2020,2019-51,AP Bolzano,6,28,8810,3.18,9,10.02,13,8.55,4,0.84,2,1.22
2019-2020,2019-51,AP Trento,10,56,14116,3.97,13,24.3,17,9.49,23,2.73,3,0.89
2019-2020,2019-51,Veneto,78,288,102189,2.82,42,8.82,75,5.37,148,2.49,23,0.96
2019-2020,2019-51,Friuli-Venezia Giulia,12,118,14601,8.08,31,14.68,51,10.85,32,5.79,4,1.77
2019-2020,2019-51,Liguria,20,48,23775,2.02,2,1.74,4,1.48,38,2.95,4,0.57
2019-2020,2019-51,Emilia-Romagna,50,322,62125,5.18,76,15.84,87,6.55,142,4.68,17,1.24
2019-2020,2019-51,Tuscany,40,300,66557,4.51,68,26.91,54,7.94,149,3.99,29,1.46
2019-2020,2019-51,Umbria,8,34,9489,3.58,11,15.63,17,8.86,6,1.24,0,0
2019-2020,2019-51,Marche,15,108,17386,6.21,10,5.74,24,5.84,57,6.99,17,5.04
2019-2020,2019-51,Lazio,101,585,130020,4.5,60,12.33,91,7.05,381,4.64,53,1.76
2019-2020,2019-51,Abruzzo,45,277,53637,5.16,8,3.96,35,5.58,169,5.05,65,5.48
2019-2020,2019-51,Molise,8,24,8110,2.96,0,0,5,8.98,18,3.49,1,0.45
2019-2020,2019-51,Campania,21,117,26639,4.39,19,8.34,50,11.43,43,2.69,5,1.25
2019-2020,2019-51,Apulia,85,235,103288,2.28,39,9.03,41,3.89,128,1.97,27,1.14
2019-2020,2019-51,Basilicata,8,27,9208,2.93,6,5.8,8,3.47,11,2.35,2,1.68
2019-2020,2019-51,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2019-51,Sicily,82,370,104938,3.53,7,4.74,27,5.15,259,3.65,77,2.83
2019-2020,2019-51,Sardinia,4,2,4848,0.41,0,0,0,0,1,0.5,1,1.05
2019-2020,2019-52,Piedmont,35,177,47485,3.73,30,12.42,25,5.32,97,3.46,25,2.03
2019-2020,2019-52,Aosta Valley,2,0,2445,0,0,0,0,0,0,0,0,0
2019-2020,2019-52,Lombardy,74,373,99874,3.73,62,8.08,61,3.42,215,4.05,35,1.64
2019-2020,2019-52,AP Bolzano,4,2,5781,0.35,0,0,0,0,1,0.29,1,0.99
2019-2020,2019-52,AP Trento,8,55,9783,5.62,16,14.56,13,4.61,26,6.19,0,0
2019-2020,2019-52,Veneto,57,131,73766,1.78,14,4.69,16,1.83,87,1.99,14,0.76
2019-2020,2019-52,Friuli-Venezia Giulia,8,44,10974,4.01,7,7.63,6,2.52,21,3.82,10,4.57
2019-2020,2019-52,Liguria,16,33,19061,1.73,0,0,4,2.04,19,1.81,10,1.72
2019-2020,2019-52,Emilia-Romagna,50,242,63487,3.81,59,14.53,53,4.48,109,3.37,21,1.38
2019-2020,2019-52,Tuscany,35,207,59163,3.5,46,24.24,27,5.19,117,3.51,17,0.91
2019-2020,2019-52,Umbria,8,42,9589,4.38,11,16.72,14,7.91,14,2.81,3,1.37
2019-2020,2019-52,Marche,16,97,18765,5.17,13,5.47,16,3.09,59,7.37,9,2.8
2019-2020,2019-52,Lazio,96,593,123522,4.8,73,15.36,87,7.04,378,4.87,55,1.91
2019-2020,2019-52,Abruzzo,41,235,47278,4.97,15,6.03,26,4.13,153,5.36,41,4.12
2019-2020,2019-52,Molise,9,21,8970,2.34,1,1.68,3,3.04,16,3.09,1,0.45
2019-2020,2019-52,Campania,41,324,53505,6.06,57,12.1,88,9.64,163,5.34,16,1.75
2019-2020,2019-52,Apulia,88,281,107617,2.61,51,9.75,50,4.01,142,2.14,38,1.62
2019-2020,2019-52,Basilicata,9,51,11266,4.53,10,10.52,6,2.43,34,5.7,1,0.53
2019-2020,2019-52,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2019-52,Sicily,74,345,93075,3.71,3,1.81,17,3.12,248,3.94,77,3.35
2019-2020,2019-52,Sardinia,7,2,8297,0.24,0,0,0,0,2,0.62,0,0
2019-2020,2020-01,Piedmont,35,232,46675,4.97,34,11.24,25,3.91,137,5.28,36,3.18
2019-2020,2020-01,Aosta Valley,6,21,8701,2.41,0,0,0,0,18,2.89,3,1.27
2019-2020,2020-01,Lombardy,100,529,131804,4.01,68,6.29,61,2.53,329,4.73,71,2.59
2019-2020,2020-01,AP Bolzano,3,7,4257,1.64,0,0,0,0,7,2.94,0,0
2019-2020,2020-01,AP Trento,8,40,10351,3.86,11,13.03,15,6.64,14,2.69,0,0
2019-2020,2020-01,Veneto,63,219,81574,2.68,25,4.93,34,2.48,125,2.76,35,1.99
2019-2020,2020-01,Friuli-Venezia Giulia,14,62,18263,3.39,16,8.43,12,2.79,25,3.11,9,2.24
2019-2020,2020-01,Liguria,14,64,16727,3.83,9,11.11,12,6.18,38,4.3,5,0.97
2019-2020,2020-01,Emilia-Romagna,50,283,60812,4.65,59,13.18,48,4.08,146,4.78,30,2.13
2019-2020,2020-01,Tuscany,38,264,60652,4.35,62,24.54,38,5.65,132,3.97,32,1.76
2019-2020,2020-01,Umbria,10,71,12235,5.8,20,28.41,27,13.85,20,3.05,4,1.32
2019-2020,2020-01,Marche,9,82,9722,8.43,10,8.1,11,4.1,49,11.62,12,7.55
2019-2020,2020-01,Lazio,102,774,131067,5.91,90,17.57,100,7.39,514,6.24,70,2.33
2019-2020,2020-01,Abruzzo,45,423,52412,8.07,17,7.13,46,6.38,264,8.44,96,8.33
2019-2020,2020-01,Molise,7,24,7131,3.37,0,0,1,1.85,20,4.43,3,1.58
2019-2020,2020-01,Campania,30,276,39487,6.99,48,14.67,66,9.99,136,5.82,26,4.18
2019-2020,2020-01,Apulia,69,301,80285,3.75,27,8.77,37,5.34,195,3.77,42,2.26
2019-2020,2020-01,Basilicata,6,35,7486,4.68,5,9.38,4,2.35,26,6.34,0,0
2019-2020,2020-01,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2020-01,Sicily,82,493,104227,4.73,5,2.95,34,5.86,361,5.14,93,3.51
2019-2020,2020-01,Sardinia,3,2,3479,0.57,0,0,0,0,2,1.78,0,0
2019-2020,2020-02,Piedmont,50,437,66951,6.53,70,13.21,51,5.19,255,7.11,61,3.82
2019-2020,2020-02,Aosta Valley,5,31,7871,3.94,0,0,1,11.11,24,4.24,6,2.83
2019-2020,2020-02,Lombardy,109,989,146341,6.76,92,7.13,113,4.1,670,8.84,114,3.79
2019-2020,2020-02,AP Bolzano,7,34,9998,3.4,5,3.7,8,3.59,20,4.18,1,0.61
2019-2020,2020-02,AP Trento,12,60,16638,3.61,9,10.66,10,4.2,36,3.72,5,1.33
2019-2020,2020-02,Veneto,67,359,87154,4.12,25,6.37,60,5.18,238,4.69,36,1.72
2019-2020,2020-02,Friuli-Venezia Giulia,14,84,17815,4.72,9,5.42,15,3.59,45,5.33,15,4.25
2019-2020,2020-02,Liguria,16,128,19651,6.51,13,16.05,11,5.54,73,6.7,31,5.19
2019-2020,2020-02,Emilia-Romagna,56,361,67505,5.35,52,8.88,86,5.71,193,6.02,30,2.07
2019-2020,2020-02,Tuscany,39,357,63865,5.59,70,27.7,54,7.96,196,5.6,37,1.89
2019-2020,2020-02,Umbria,10,83,12188,6.81,20,28.41,32,16.24,28,4.35,3,0.97
2019-2020,2020-02,Marche,15,162,17363,9.33,15,6.2,30,5.76,96,13.59,21,7.86
2019-2020,2020-02,Lazio,101,940,130260,7.22,68,14.06,123,9.49,656,7.96,93,3.09
2019-2020,2020-02,Abruzzo,48,513,54419,9.43,50,15.66,95,10.75,282,9.09,86,7.56
2019-2020,2020-02,Molise,8,38,8110,4.69,3,16.3,6,10.77,26,5.04,3,1.36
2019-2020,2020-02,Campania,50,475,63417,7.49,92,12.86,143,10.66,212,6.44,28,2.83
2019-2020,2020-02,Apulia,88,515,103967,4.95,44,13.78,82,10.1,334,4.89,55,2.26
2019-2020,2020-02,Basilicata,9,65,11662,5.57,12,12.66,13,5.31,39,6.09,1,0.54
2019-2020,2020-02,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2020-02,Sicily,79,668,99870,6.69,1,0.73,41,8.15,489,7.16,137,5.44
2019-2020,2020-02,Sardinia,14,26,16021,1.62,0,0,0,0,21,2.61,5,1.45
2019-2020,2020-03,Piedmont,46,489,60969,8.02,121,25.05,89,10.32,223,6.65,56,4
2019-2020,2020-03,Aosta Valley,4,39,5739,6.8,5,12.56,10,13.37,20,6,4,3.18
2019-2020,2020-03,Lombardy,107,977,140278,6.96,196,14.35,227,7.8,486,6.99,68,2.43
2019-2020,2020-03,AP Bolzano,6,41,8371,4.9,9,6.67,18,8.22,12,3.43,2,1.5
2019-2020,2020-03,AP Trento,11,71,14515,4.89,26,23.66,11,3.75,33,4.46,1,0.32
2019-2020,2020-03,Veneto,69,471,88826,5.3,47,9.49,122,8.88,251,5.12,51,2.41
2019-2020,2020-03,Friuli-Venezia Giulia,13,91,15694,5.8,16,7.58,25,5.3,39,6.75,11,3.55
2019-2020,2020-03,Liguria,16,137,19665,6.97,15,18.52,23,11.63,86,7.77,13,2.24
2019-2020,2020-03,Emilia-Romagna,67,536,84185,6.37,108,18.23,129,7.8,262,6.27,37,1.85
2019-2020,2020-03,Tuscany,36,435,61149,7.11,88,34.82,88,13.04,227,6.72,32,1.77
2019-2020,2020-03,Umbria,7,98,8142,12.04,32,45.45,37,19.33,25,6.42,4,2.46
2019-2020,2020-03,Marche,23,381,28360,13.43,64,23.91,87,14.48,197,13.99,33,5.9
2019-2020,2020-03,Lazio,100,1353,129112,10.48,136,28.1,222,17.19,885,10.86,110,3.69
2019-2020,2020-03,Abruzzo,45,638,51914,12.29,90,39.56,156,22.11,321,10.25,71,6.3
2019-2020,2020-03,Molise,9,81,8970,9.03,19,31.99,24,24.32,28,5.41,10,4.53
2019-2020,2020-03,Campania,47,679,62906,10.79,92,18.1,203,20.1,339,9.34,45,3.94
2019-2020,2020-03,Apulia,88,794,106501,7.46,150,30.7,217,18.19,343,5.17,84,3.6
2019-2020,2020-03,Basilicata,7,67,8680,7.72,17,39.81,21,12.68,27,5.28,2,1.35
2019-2020,2020-03,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2020-03,Sicily,79,787,101139,7.78,22,12.99,53,9.35,576,8.45,136,5.32
2019-2020,2020-03,Sardinia,4,10,5113,1.96,3,4.58,4,3.09,3,1.36,0,0
2019-2020,2020-04,Piedmont,49,623,64283,9.69,152,28.74,127,13.5,297,8.57,47,3.15
2019-2020,2020-04,Aosta Valley,8,205,11346,18.07,20,50.25,90,0,79,11,16,5.45
2019-2020,2020-04,Lombardy,108,1359,142058,9.57,312,25.01,404,15.21,558,7.56,85,2.91
2019-2020,2020-04,AP Bolzano,7,73,9874,7.39,26,19.12,26,11.6,19,4.17,2,1.16
2019-2020,2020-04,AP Trento,8,79,11051,7.15,29,50.61,7,4.77,43,6.63,0,0
2019-2020,2020-04,Veneto,91,896,120563,7.43,112,21.68,229,15.55,501,7.08,54,1.81
2019-2020,2020-04,Friuli-Venezia Giulia,14,149,17815,8.36,31,18.69,64,15.31,42,4.97,12,3.4
2019-2020,2020-04,Liguria,15,133,19076,6.97,19,28.15,20,15.12,69,6.28,25,4.1
2019-2020,2020-04,Emilia-Romagna,63,730,77530,9.42,158,27.53,264,15.89,264,6.94,44,2.57
2019-2020,2020-04,Tuscany,41,628,68597,9.15,116,45.9,139,20.31,330,8.55,43,2.09
2019-2020,2020-04,Umbria,10,170,11303,15.04,48,51.5,63,25.27,54,9.98,5,2.03
2019-2020,2020-04,Marche,18,361,19709,18.32,82,26.83,166,25.35,101,14.02,12,4.14
2019-2020,2020-04,Lazio,103,1945,132091,14.72,237,46.27,465,34.4,1099,13.26,144,4.71
2019-2020,2020-04,Abruzzo,45,1015,51895,19.56,120,51.13,267,36.06,518,16.61,110,10.03
2019-2020,2020-04,Molise,7,82,7131,11.5,15,81.52,21,38.89,40,8.87,6,3.16
2019-2020,2020-04,Campania,46,711,59628,11.92,153,26.54,235,21.68,289,8.9,34,3.23
2019-2020,2020-04,Apulia,81,866,96400,8.98,170,42.33,269,24.89,372,6.24,55,2.5
2019-2020,2020-04,Basilicata,17,235,21679,10.84,39,37.25,61,21.37,124,9.35,11,2.43
2019-2020,2020-04,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2020-04,Sicily,80,811,101835,7.96,20,11.81,98,17.04,570,8.32,123,4.76
2019-2020,2020-04,Sardinia,5,37,6463,5.72,9,13.74,10,7.61,16,5.12,2,1.46
2019-2020,2020-05,Piedmont,49,697,64242,10.85,159,31.83,148,16.1,321,9.19,69,4.56
2019-2020,2020-05,Aosta Valley,5,180,7355,24.47,44,110.55,71,91.49,48,10.85,17,9.68
2019-2020,2020-05,Lombardy,104,2123,138154,15.37,446,34.44,705,25.95,821,11.7,151,5.42
2019-2020,2020-05,AP Bolzano,5,81,7244,11.18,33,36.34,26,17.11,22,6.35,0,0
2019-2020,2020-05,AP Trento,9,155,12171,12.74,54,63.98,52,22.46,46,7.18,3,1.15
2019-2020,2020-05,Veneto,85,1278,113055,11.3,186,33.73,449,28.97,583,8.93,60,2.24
2019-2020,2020-05,Friuli-Venezia Giulia,14,137,17854,7.67,33,19.89,45,10.87,54,6.54,5,1.32
2019-2020,2020-05,Liguria,16,145,19277,7.52,23,28.4,37,18.88,69,6.54,16,2.69
2019-2020,2020-05,Emilia-Romagna,70,1151,86232,13.35,242,34.61,450,24.92,415,10.03,44,2.22
2019-2020,2020-05,Tuscany,43,657,71159,9.23,130,51.44,161,23.45,331,8.29,35,1.6
2019-2020,2020-05,Umbria,9,166,9843,16.86,52,55.79,81,32.7,32,7.15,1,0.51
2019-2020,2020-05,Marche,15,430,16660,25.81,127,42.49,182,27.26,108,20.69,13,7.32
2019-2020,2020-05,Lazio,105,2317,135027,17.16,293,57.2,667,48.98,1210,14.21,147,4.72
2019-2020,2020-05,Abruzzo,44,993,52340,18.97,180,61.22,332,40.15,389,12.73,92,8.71
2019-2020,2020-05,Molise,9,149,8970,16.61,29,48.82,63,63.83,51,9.85,6,2.72
2019-2020,2020-05,Campania,48,789,63410,12.44,153,28.25,248,25.18,358,9.73,30,2.64
2019-2020,2020-05,Apulia,93,1271,110068,11.55,266,52.29,362,29.24,548,8.13,95,3.77
2019-2020,2020-05,Basilicata,9,216,11214,19.26,28,28.99,54,21.57,123,20.43,11,6.38
2019-2020,2020-05,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2020-05,Sicily,78,830,98471,8.43,55,27.46,119,18.77,531,8.13,125,5.04
2019-2020,2020-05,Sardinia,3,30,4228,7.1,10,32.05,12,15.96,7,3.18,1,1.04
2019-2020,2020-06,Piedmont,50,728,66957,10.87,202,37.49,182,18.3,285,7.78,59,3.94
2019-2020,2020-06,Aosta Valley,6,227,8918,25.45,60,150.75,97,121.4,59,10.63,11,5.06
2019-2020,2020-06,Lombardy,122,2365,164243,14.4,458,33.29,814,27.49,900,10.42,193,5.6
2019-2020,2020-06,AP Bolzano,7,113,9874,11.44,43,31.62,39,17.4,28,6.15,3,1.75
2019-2020,2020-06,AP Trento,13,175,17796,9.83,31,36.73,52,21.67,82,7.91,10,2.39
2019-2020,2020-06,Veneto,91,1359,119774,11.35,190,33.47,414,25.64,657,9.54,98,3.37
2019-2020,2020-06,Friuli-Venezia Giulia,15,152,18761,8.1,24,11.37,69,14.56,46,5.46,13,3.73
2019-2020,2020-06,Liguria,18,192,22225,8.64,21,25.93,38,18.98,105,8.22,28,4.22
2019-2020,2020-06,Emilia-Romagna,69,1095,86192,12.7,234,38.98,417,25.7,407,9.34,37,1.81
2019-2020,2020-06,Tuscany,44,591,71699,8.24,113,44.72,158,22.94,285,7.09,35,1.58
2019-2020,2020-06,Umbria,9,155,10235,15.14,54,57.94,76,30.61,24,5.05,1,0.48
2019-2020,2020-06,Marche,19,524,20501,25.56,115,33.81,241,32.13,149,21.49,19,7.13
2019-2020,2020-06,Lazio,104,2094,133869,15.64,281,54.86,640,47.08,1057,12.54,116,3.76
2019-2020,2020-06,Abruzzo,55,1038,63940,16.23,130,48.02,288,35.79,497,12.72,123,8.71
2019-2020,2020-06,Molise,9,142,8970,15.83,35,58.92,43,43.57,53,10.23,11,4.98
2019-2020,2020-06,Campania,26,320,32761,9.77,41,14.46,119,21.74,141,7.4,19,3.51
2019-2020,2020-06,Apulia,99,1417,119411,11.87,292,60.51,386,32.49,635,8.41,104,3.82
2019-2020,2020-06,Basilicata,9,202,10857,18.61,20,21.62,61,25.44,116,19.68,5,3.05
2019-2020,2020-06,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2020-06,Sicily,79,887,99823,8.89,41,24.2,118,20.27,585,8.74,143,5.64
2019-2020,2020-06,Sardinia,5,47,6104,7.7,11,16.85,18,13.7,16,5.65,2,1.53
2019-2020,2020-07,Piedmont,49,727,63240,11.5,221,38.39,185,17.62,282,8.62,39,2.74
2019-2020,2020-07,Aosta Valley,5,61,7122,8.57,0,0,2,20.62,45,9.09,14,6.75
2019-2020,2020-07,Lombardy,118,2115,155366,13.61,515,35.53,743,24.2,757,9.61,100,3.18
2019-2020,2020-07,AP Bolzano,7,77,9744,7.9,24,17.54,27,11.8,26,5.81,0,0
2019-2020,2020-07,AP Trento,11,163,15034,10.84,41,48.58,59,24.88,54,6.4,9,2.66
2019-2020,2020-07,Veneto,78,897,101297,8.86,148,26.84,312,20.33,396,6.99,41,1.72
2019-2020,2020-07,Friuli-Venezia Giulia,13,131,15937,8.22,26,15.67,59,14.22,42,5.86,4,1.35
2019-2020,2020-07,Liguria,17,166,20677,8.03,23,19.71,43,16.44,81,7.41,19,3.18
2019-2020,2020-07,Emilia-Romagna,60,772,74118,10.42,142,27.08,288,20.99,308,8.23,34,1.92
2019-2020,2020-07,Tuscany,37,539,61219,8.8,103,40.76,158,23.24,248,7.45,30,1.61
2019-2020,2020-07,Umbria,11,155,12116,12.79,48,51.5,76,30.34,29,4.92,2,0.72
2019-2020,2020-07,Marche,19,363,21932,16.55,90,32.74,169,28.68,92,9.79,12,3.08
2019-2020,2020-07,Lazio,101,1551,129552,11.97,211,43.35,383,29.74,852,10.41,105,3.5
2019-2020,2020-07,Abruzzo,46,768,52461,14.64,119,46.56,171,22.79,391,12.54,87,7.75
2019-2020,2020-07,Molise,7,87,7389,11.77,21,50,24,43.8,31,6.85,11,5.8
2019-2020,2020-07,Campania,43,456,55183,8.26,81,14.58,169,16.05,168,5.75,38,3.85
2019-2020,2020-07,Apulia,75,862,86826,9.93,172,52.55,215,27.59,404,7.24,71,3.56
2019-2020,2020-07,Basilicata,10,177,11965,14.79,27,23.58,52,17.76,93,15.13,5,2.86
2019-2020,2020-07,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,2020-07,Sicily,83,965,106624,9.05,54,26.96,148,22.89,617,8.64,146,5.47
2019-2020,2020-07,Sardinia,12,85,14475,5.87,26,15.28,37,13.3,20,2.88,2,0.66
2019-2020,2020-08,Piedmont,57,781,76809,10.17,138,27.83,187,20.89,390,8.9,66,3.46
2019-2020,2020-08,Aosta Valley,5,227,6661,34.08,40,100.5,79,103.13,22,5.62,86,54.4
2019-2020,2020-08,Lombardy,107,1669,141313,11.81,378,27.77,585,20.36,621,8.8,85,2.99
2019-2020,2020-08,AP Bolzano,7,77,10313,7.47,19,20.93,29,18.46,26,4.47,3,1.49
2019-2020,2020-08,AP Trento,10,165,12911,12.78,47,42.77,64,21.92,48,7.78,6,2.21
2019-2020,2020-08,Veneto,72,759,92159,8.24,116,21.03,283,18.56,310,6.17,50,2.37
2019-2020,2020-08,Friuli-Venezia Giulia,15,144,18878,7.63,33,15.63,49,10.27,53,6.26,9,2.55
2019-2020,2020-08,Liguria,17,154,19655,7.84,19,23.46,30,15.01,87,7.94,18,3.05
2019-2020,2020-08,Emilia-Romagna,61,789,75590,10.44,175,33.45,290,21.78,297,7.63,27,1.49
2019-2020,2020-08,Tuscany,40,486,66343,7.33,88,34.82,136,19.98,231,6.22,31,1.56
2019-2020,2020-08,Umbria,12,144,13576,10.61,45,48.28,67,26.58,31,4.54,1,0.3
2019-2020,2020-08,Marche,17,361,18570,19.44,106,33.58,166,23.91,81,13.48,8,3.25
2019-2020,2020-08,Lazio,104,1324,133824,9.89,188,36.7,371,27.28,680,8.07,85,2.76
2019-2020,2020-08,Abruzzo,48,573,56150,10.2,105,37.31,151,17.57,251,7.54,66,5.76
2019-2020,2020-08,Molise,9,82,8970,9.14,18,30.3,15,15.2,39,7.53,10,4.53
2019-2020,2020-08,Campania,51,416,67430,6.17,105,19.02,122,11.43,165,4.17,24,2.05
2019-2020,2020-08,Apulia,82,706,98547,7.16,118,32.14,145,15.38,384,6.08,59,2.64
2019-2020,2020-08,Basilicata,8,73,9718,7.51,18,19.63,20,9.11,32,6.25,3,2.02
